snr_db,f0,f1,frequency_pair,folder,messages_found,messages_expected,passed
10.0,15000.0,16000.0,15000-16000,15000-16000_cable,125,125,True
10.0,2000.0,3000.0,2000-3000,2000-3000_cable,125,125,True
10.0,22000.0,23000.0,22000-23000,22000-23000_cable,125,125,True
10.0,7000.0,8000.0,7000-8000,7000-8000_cable,124,125,False
9.7,15000.0,16000.0,15000-16000,15000-16000_cable,125,125,True
9.7,2000.0,3000.0,2000-3000,2000-3000_cable,125,125,True
9.7,22000.0,23000.0,22000-23000,22000-23000_cable,124,125,False
9.7,7000.0,8000.0,7000-8000,7000-8000_cable,126,125,False
9.399999999999999,15000.0,16000.0,15000-16000,15000-16000_cable,124,125,False
9.399999999999999,2000.0,3000.0,2000-3000,2000-3000_cable,125,125,True
9.399999999999999,22000.0,23000.0,22000-23000,22000-23000_cable,124,125,False
9.399999999999999,7000.0,8000.0,7000-8000,7000-8000_cable,125,125,True
9.099999999999998,15000.0,16000.0,15000-16000,15000-16000_cable,125,125,True
9.099999999999998,2000.0,3000.0,2000-3000,2000-3000_cable,125,125,True
9.099999999999998,22000.0,23000.0,22000-23000,22000-23000_cable,125,125,True
9.099999999999998,7000.0,8000.0,7000-8000,7000-8000_cable,125,125,True
8.799999999999997,15000.0,16000.0,15000-16000,15000-16000_cable,124,125,False
8.799999999999997,2000.0,3000.0,2000-3000,2000-3000_cable,125,125,True
8.799999999999997,22000.0,23000.0,22000-23000,22000-23000_cable,125,125,True
8.799999999999997,7000.0,8000.0,7000-8000,7000-8000_cable,125,125,True
8.499999999999996,15000.0,16000.0,15000-16000,15000-16000_cable,125,125,True
8.499999999999996,2000.0,3000.0,2000-3000,2000-3000_cable,0,125,False
8.499999999999996,22000.0,23000.0,22000-23000,22000-23000_cable,125,125,True
8.499999999999996,7000.0,8000.0,7000-8000,7000-8000_cable,125,125,True
8.199999999999996,15000.0,16000.0,15000-16000,15000-16000_cable,125,125,True
8.199999999999996,2000.0,3000.0,2000-3000,2000-3000_cable,125,125,True
8.199999999999996,22000.0,23000.0,22000-23000,22000-23000_cable,124,125,False
8.199999999999996,7000.0,8000.0,7000-8000,7000-8000_cable,125,125,True
7.899999999999995,15000.0,16000.0,15000-16000,15000-16000_cable,124,125,False
7.899999999999995,2000.0,3000.0,2000-3000,2000-3000_cable,125,125,True
7.899999999999995,22000.0,23000.0,22000-23000,22000-23000_cable,124,125,False
7.899999999999995,7000.0,8000.0,7000-8000,7000-8000_cable,124,125,False
7.599999999999994,15000.0,16000.0,15000-16000,15000-16000_cable,124,125,False
7.599999999999994,2000.0,3000.0,2000-3000,2000-3000_cable,125,125,True
7.599999999999994,22000.0,23000.0,22000-23000,22000-23000_cable,124,125,False
7.599999999999994,7000.0,8000.0,7000-8000,7000-8000_cable,124,125,False
7.299999999999994,15000.0,16000.0,15000-16000,15000-16000_cable,125,125,True
7.299999999999994,2000.0,3000.0,2000-3000,2000-3000_cable,125,125,True
7.299999999999994,22000.0,23000.0,22000-23000,22000-23000_cable,123,125,False
7.299999999999994,7000.0,8000.0,7000-8000,7000-8000_cable,126,125,False
6.999999999999993,15000.0,16000.0,15000-16000,15000-16000_cable,125,125,True
6.999999999999993,2000.0,3000.0,2000-3000,2000-3000_cable,122,125,False
6.999999999999993,22000.0,23000.0,22000-23000,22000-23000_cable,124,125,False
